hotel_id,review_text_positive,review_text_negative,review_score,traveler_type
129,"""Location is great""","""Loyalty is bad, not client oriented and only looking for profit.""",1,Single
129,"""Very close to the airport. There is a walking path to the hotel. You can also walk to town from the hotel or take a bus during the day. The room we got was very big. Everything was very clean. We were able to sleep well there. Bathroom also fine and fresh.""","""We landed around 10am and went to the hotel on spec. We thought we were lucky and could check in early, but I found out afterwards that we had paid a lot more. They had unknowingly charged a high 'early check in fee'. """,8,Couple
129,"""Good hotel located next to the airport to rest between two flights, friendly staff""","""Unstable Wi-Fi""",7,Group
129,"""Close to the airport""","""The room key card didn't work. We went to reception three times, but they finally gave us a regular key for the door lock. The room had dirty mirrors and a dirty bedside ottoman with stains from something... The shower was also covered in dirt, so I didn't want to wash in it.""",3,Family
129,"""The location is great. Close to the airport.""","""There was no water in the morning. I couldn't wash myself. And I left without even washing myself. There was no drinking water in the room. Or on the floor either.""",3,Single
129,"""Beautiful building. Acceptable interior.""","""Firstly, it's the outdated showers, which are also dirty. Secondly, it's the ""cleanliness"" of the rooms: dust on the furniture, long women's hair on the bed, spiders, and snot on the walls (yes, real snot, I'm shocked someone just blew their nose on the wall). Thirdly, it's an unprofessional staff.""",4,Single
130,"""The hotel is located in a quiet place, in the old part of the city, where you can stroll along the embankment.""","""No Soundproofing""",9,Single
130,"""Bed shower and location are ok.""","""The hotel is in mediocre condition. It definitely needs to be renewed""",6,Single
130,"""While breakfast isn't available in most places in Kazakhstan at these prices, here you can choose breakfast and air conditioning in your room. At least it works and cools. The doors are locked, and security is always on hand. The staff is always happy to assist you.""","""The mattresses are probably budget-friendly, the lighting is more cold, which is a bit uncomfortable, and there are special chemicals for removing and cleaning around the water taps. This isn't something we use very often.""",9,Single
131,"""Very nice option to stay in Atyrau!""","""Bathroom was super tiny. I had difficulties with manoeuvring while brushing my teeth, etc""",9,Single
131,"""the breakfasts are delicious and hearty. the rooms are quiet and clean. the beds are comfortable.""","""wi-fi speed and coverage area are not the best""",9,Single
131,"""Location, personnel, cleanliness were excellent""","""Noise from the night club. There was only 1 set of towels, toiletries in the double room.   No bathrobe. Very simple and cheap interior.""",7,Couple
131,"""The location is excellent. This time the room was on the 3rd floor, recently renovated, and the bathroom has new plumbing. The breakfast was modest, but everything was fresh.""","""Every time we come here, there is only one set of towels and a bathrobe in the room, even though the room is booked for two guests.""",8,Couple
132,"""Lovely place, they clearly have ambitions of excellence.""","""Not much in the area.""",10,Single
132,"""The staff was very polite and helpful. They let me check in early without extra charge.""","""The bathroom facility was old and malfunctioning. There was a clogged pipe or something and the water didn't go away in the bathtub. The overal interior of the room and hotel in general is outdaded and old. This hotel needs renovation""",6,Single
132,"""There were 6 bottles of drinking water on the table. Very Convenient""","""All the plumbing is worn out! The shower won't hold! The towel and robe should be written off already!""",6,Single
132,"""The staff at the reception is very polite.""","""The bedding was synthetic, I've never seen such super-synthetic bedding. I don't think I'll return to this hotel again; the atmosphere in the room was overwhelming; I couldn't sleep at all for two nights. The hotel needs renovations. Although the location was convenient, the breakfasts were average.""",6,Couple
132,"""Clean rooms, nice location, good staff, nice breakfast.""","""Internet is not so good""",9,Group
133,"""Hotel service and swimming pool. Reception staff, especially Kamila was so kind and helpful, she knows what is best way of communicating and showing hospitality.""","""A little bit old WC room in the room.""",10,Family
133,"""Wonderful indoor swimming pool.""","""Breakfast was ok, could have been a little bit better.""",9,Family
133,"""The Spa area was great! The pool was quite big and had enough space to accommodate a lot of guests ""","""The breakfast lacked options to season salads with (mainly olive oil and vinegar).  The shower water leaked out of the shower making the floor quite wet.""",8,Couple
133,"""The main restaurant on the first floor was great""","""Staff did not listen to my needs - location not near anything but a mall - the suite had no view and they staff could not change the room although I ordered it six months prior to my stay - the prices for the laundry were vey high for the area""",6,Single
133,"""Nice staff in Irish pub. Decent breakfast. New and uncomfortable room""","""Well, staff and the management, which is odd. Starting from the sales team that really do not understand the math and their job. Continuing to reception, giving strange and unprofessional advice""",4,Couple
133,"""Room and amenities were good""","""Room service staff communication in English was poor.""",7,Family
134,"""Location near the mausoleum. Good clean room""","""Breakfast not many choices!""",9,Couple
134,"""The hotel is located in a good place in the city center next to all famous sightseings. Rooms were clean, quiet and bright. The personnel was helpful and friendly. Breakfast was delicious and there no crowds in the canteen in the mornings. I was completely satisfied with the level of service they provide.""","""Check in took too much time, maybe because of public holidays. I never saw queues on reception desk before.""",10,Family
134,"""Very nice staff, service, location, cozy rooms.""","""Breakfasts have become meager; they used to be better.""",6,Couple
134,"""Convenient location""","""The shower is broken, they asked to bring toiletries""",5,Family
134,"""The room is clean""","""Breakfasts are served in the hotel lobby, but there's not enough space. They opened a conference room for us because there were no seats available.""",3,Group
134,"""I liked working personnel, especially receptionists, they are always helpful and try to solve any problems that occur.""","""There is nothing much, I just wanted real steel spoons in the room, unfortunately they don’t have them in the room( but you can ask for spoons and then return the to the kitchen)""",10,Group
135,"""I like that it’s new and great breakfast…""","""my room had a barbecue smell""",9,Single
135,"""Superb resort with a real 5 star experience, everything was according to expectations. Super breakfast and room design. Great facilities. Very close to Khodja Mausoleum in a new superb area""","""Room was a bit dirty/dusty""",9,Couple
135,"""Great breakfast, English-speaking staff, super comfortable bed, amazing shower, excellent flying theatre show with English subs and English-speaking guide.
""","""Considering the cost of living in Kazakhstan, the prices feel a bit on the high side, bottled water should be provided in the room for free upon arrival.""",10,Single
135,"""Nice location especially Harbor View rooms. Nice shows in the evening. Good Entertainment facilities.""","""Breakfast - Very basics breakfast. Not as per the 4/5* standard especially in Vegetarian options.  Housekeeping service was not at par. Lake of attentions to details and amenities.""",8,Family
135,"""Good espresso at the lobby bar. Free access tondlying theatre and boat show from balcony""","""A Five star hotel must have a swimming pool. Spa with no slot available""",8,Family
135,"""Breakfast was good, but not spectacular.""","""The spa was segregated men/ women and had no private sauna's for couples.""",8,Couple
136,"""Room and place were great""","""Breakfast not so good""",8,Couple
136,"""Room, comfortable bed, facilities, location. And delicious breakfast""","""Room service was not good""",10,Family
136,"""Good range of items at breakfast, though the restaurant seemed understaffed and plates and other crockery needed to be requested. Very large bed and good-sized, comfortable room. Although the room was not available at the agreed check-in time, I was able to get a later check-out instead, which suited me well. Flying theatre was really excellent. Overall, a good location for the historic centre of the city.""","""Despite being a new hotel some of the fittings seemed to already be a bit old and loose. There was a connecting door to the next room and voices could readily be heard though it. Although a no-smoking hotel, smoke was clearly smelled in the room, probably from people smoking on their balcony next door despite the windows and door in my room being firmly shut.""",8,Family
136,"""The room,the location the view all were amazing. You're in the middle of the attractions. The flying theatrr was wonderful and the fountain show was awesome.The hotel is a just walking distance to the must visit in Turkestan. I would like to thank Ms Diana from the front for her help and kindness.""","""The breakfast was repetitive and not that much choices.""",10,Single
136,"""The room was neat and clean.""","""Breakfast Oats/Museli was stale. The Receptionist where always standing. I noticed they did not have a Seat to Sit. This is feel is not good. If they stand for so long they can get tired and how will a tired staff service its customer's well?""",6,Couple
136,"""Breakfast and staff service were good""","""It was cold in the room, the reservations department did not take into account the requests""",5,Single
137,"""Location, near to railway station and that’s all. The staff were polite and friendly.""","""The smell in bathroom, the noise from street traffic, and the kitchen assortment.""",4,Single
137,"""The rooms are clean and new, with air conditioning and a refrigerator stocked with drinks. I liked the breakfast; it was quite filling for one person: fruit, vegetable, and cold meats.""","""We didn't know how to reach reception; there was no phone number listed, so we had to go down to ask. Breakfast is served directly to our room, which would have been nice. There are no robes, and we didn't have any toilet paper; they only brought it upon request.""",8,Group
137,"""It's okay for one night.""","""The receptionist was incredibly slow. She gave us a card that didn't open our door at first, but then after a walk we found ours unlocked. It's a good thing we had our documents and money with us.""",5,Couple
138,"""This hotel has some really nice features that guests will enjoy. The location is perfect - it's easy to get around and visit places nearby. The facilities work well and have everything you need during your stay. The rooms are big with plenty of space to move around and feel comfortable. The sauna and pool are great""","""There were some problems that made my stay disappointing. When I first walked into my room, there was sand all over my bed, which was dirty and gross. I called the front desk 2-3 times asking them to clean it, but they kept forgetting to fix the problem. The worst part was that nobody said sorry or tried to make up for their mistake - they just ignored it completely. Also, the breakfast doesn't have many choices, so you might get bored eating the same things every morning.""",7,Single
138,"""Very nice reception staff""","""Breakfast shall be served with more variety of the choices""",10,Family
138,"""Everything is clean and comfortable, good water pressure in the shower, polite and fast front desk, warm room, good wi-fi, compettive price.""","""Slow service in the restaurant.""",8,Single
138,"""I liked the location, the staff was smiling""","""We stayed for 4 days, during which time we couldn't connect to the Internet TV, they smiled sweetly, good, good, but still didn't connect. There is a banquet hall nearby, during the banquet the room smelled of food, you need to get ventilation""",5,Family
139,"""The staff were very helpful , they prepared food for late at night even when the kitchen was closed.""","""Need English speaking Staff""",8,Group
139,"""Cleanliness""","""There's no doorman (there used to be one). There was no one at the reception when we checked in. We had to wait. They charge upfront, not upon checkout.""",6,Couple
139,"""Small and quiet hotel.""","""Were two cases with no power, no light. Power backup was out of service. A few other things related to missing some stuff, noisy AC, lack of staff training.""",4,Couple
139,"""Rooms are large and lavish. Staff is friendly. Location is good.""","""No gym, swim pool or other facilities. Mostly for a good stay.""",9,Couple
139,"""Clean and big rooms. In a rather quiet location, which makes it perfect for relaxing and quiet time. The staff were very helpful and friendly.""","""The water pressure was awful. It was not pleasant to take shower since the water pressure was extremely low. Also, breakfast could be improved a little bit.""",9,Single
140,"""Staff were very nice, all of them. They also let me check-in early. It has a nice restaurant inside. Location was excellent, walking distance to main attractions. Breakfast was nice, though a bit limited in choices. Bed is comfortable.""","""No view room. Some damages on the room wall.""",8,Single
140,"""Service, breakfast, room, location, design were excellent""","""That was quite loud cause of neighbours (boys). The quality of iron and an Ironing board are low.""",9,Family
140,"""Comfortable, clean, spacious room with a nice balcony for sunset drinks. The location is very handy to visit the mausoleum. Staff were helpful- even when communication was challenging they used google and did their best to help.""","""The linen was not the newest and nicest - towels were tearing and quite rough.""",9,Couple
140,"""Good location""","""Towels with lots of holes and damage, one one key per room, walls not soundproof""",6,Family
140,"""The room includes a refrigerator, tea, coffee, a kettle, two 0.5-liter bottles of water, slippers, and a robe. The balcony has a table and chairs. Close to attractions.""","""The pillows are very uncomfortable, impossible to sleep on. There's a yellow stain on the sheet.""",6,Single
140,"""Interior was great""","""Broken toilets, old and ugly towels, no personal hygiene products (shampoo, toothbrush, toothpaste, conditioner and soap)""",5,Group
140,"""Just breakfast was good""","""Bedding, bathrobes and towels were very old and torn. There is no room to enter with luggage at the entrance. The reception is bad.""",4,Single
141,"""New hotel. Nice breakfast. Nearby you have many choices for restaurants and shops. The host speaks English quite well and helps me with the luggage very friendly. To visit the mausoleum only 10 minutes by walk.""","""The water in the shower cabin goes down a little slowly.""",10,Single
141,"""Personal! Very polite, super friendly and helpful!""","""Water wasn’t going easily in the sink, hopefully they will fix it soon. The fact that they didn’t have a water in a bottle to sell""",10,Group
141,"""Good location.""","""The hotel itself only looks beautiful in the photos, but in reality the bed linen was dirty, the towels were grey, and the rooms were dirty.""",6,Group
141,"""I think the location was really good. You’re so close to the main attractions it only takes a few minutes.   The bed was also really comfortable for me. I slept very well once everything was working.""","""After walking for hours in the 37c heat, I came back to my room that had no power. It was so hot and uncomfortable inside. They told me it would be 10 minutes before the power returns but it was over an hour. Finally the power returned so I could have my shower, but when I went there, there was no water available!!!  Breakfast was also really underwhelming. Very basic. Kind of grim.   Finally. The bathroom had yellow in places. I think the quality of the construction is the reason but it just doesn’t seem clean because of the yellow. Also lots of calcium build up on the shower head. """,4,Single
142,"""Cleanliness""","""Breakfast is the same, they don't clean every day, the TV is not set up""",5,Couple
142,"""The hotel's location, the price for the room corresponds to the quality, the staff is polite, breakfast is included, and in general it's a good breakfast.""","""The hotel is a bit old and needs some renovation, there are not enough glasses/cups in the room, not enough electrical outlets, but for one night this is not so critical.""",5,Group
142,"""There is no place closer to the tourist centre. The moment you step out of the door, you are in a touristic location.""","""It must be due to Russian culture, the reception was very cold and indifferent. He responded to our request for toilet paper by saying ""you'll get it in the morning.""""",6,Couple
142,"""The only thing I liked was the location! Everything is close by.""","""The hotel itself isn't very good, not very clean, the breakfast is completely mediocre, very little, they just bring you the food already laid out on a plate and that's it. There are a lot of mosquitoes, as if they were flying in from somewhere. Overall, we didn't have a good rest.""",4,Couple
144,"""This is a hotel for athletes, everything is great, but I chose this hotel because of the outdoor pool! The beds are super soft!""","""Breakfast is not a buffet""",10,Family
144,"""Clean, fresh hotel for athletes, everything is new, the beds are comfortable.""","""I didn't really like the breakfast, it was boring and made with cheap ingredients.""",8,Family
144,"""There is access to the sports complex infrastructure""","""The elevator hasn't been working for a long time.""",7,Family
144,"""Very clean.""","""The elevator wasn't working. But you don't need it for the second floor. Breakfast is from 8:00 AM, not 7:00 AM.""",10,Couple
146,"""Low price. Kind receptionist. Room was quite large and had airconditioning, which is needed in Turkistan. Wifi works. Friendly residential location with 2 minimarkets close by.""","""Room was not clean. Windows, mirrors, door posts etc hadn't been cleaned in a while. Sheets, towels etc very clean though and no shoes allowed indoors. Yandex Go is half price of rides offered by the hotel.""",9,Couple
146,"""The owner is nice and helpful and he took us on a tour to otrar and the Arystanbab Mausoleum for around 12000. The room also has aircon which was great.""","""Location is quite far from everything. The main entry door is also very difficult to open. Also the owner is nice but seems to sometimes sleep on the ground level out in the open behind the desk. Its a bit odd.""",5,Group
148,"""the hotel was extraordinary""","""Breakfast could have been better""",10,Single
148,"""The hotel is just next to Kervansaray complex and it is brand new, very comfortable and clean. Very welcoming personal, one of them speaking very good Turkish helped a lot. The breakfast could be better but it is ok. Overall, for the location and amenities provided the is very good.""","""Although it was not written in booking, all the rooms have private ensuite bathroom, as it was not written, if you put “private bathroom” filter in booking, you can’t find this hotel.""",10,Couple
148,"""Simple and modern room design, outstanding and various porridge of 3-star hotel decent breakfast; iron desks on each floor; location is in residential block but close to two major attractions - Mausoleum and Keruen Sarai; some amenities of 4-star hotel like robes, slippers, toothbrushes; good value.""","""Very small room (like of 2-3-star hotel); hard bed and double bed is actually an uncomfortable combination of two twin beds (this is of 1-2-star hotel); breakfast-lack of knives, and all food is uncomfortably packed and has no serving spoons, no proper coffee, only instant; door card suddenly stops working every day.""",6,Couple
148,"""Location, cleanliness, order, friendly staff.""","""Monotonous breakfasts.""",8,Family
143,"""Perfectly located across the road from Karavansaray. Huge spacious room with huge comfortable bed. Marble tiled bathroom was spotlessly clean with powerful shower. Staff were pleasant, and the inclusive breakfast was good. ""","""A little cold""",9,Single
143,"""Clean and cozy. There were five of us: two adults and two children. We were offered a six-bed room. It was very comfortable.""","""Breakfast was bad""",6,Family
147,"""The building looks nice and solid, and there is hot water.""","""everything inside is very old and dilapidated""",5,Couple
128,"""It was clean""","""They didn't give me the room that I booked (deluxe double). They did give me a standard room for the same price.""",8,Single
128,"""Good place for short stays at valuable price and perfect location""","""The overall hotel is a bit old. Poor restaurant and bar""",8,Family
128,"""Good location, nice staff, clean rooms""","""Small beds""",9,Couple
128,"""Room was clean, nice bed and clean bathroom""","""Service was not very quick, breakfast not very rich""",7,Single
116,"""The person that was absolutely friendly. Specially Alischer who was helping us organizing the next steps on our tour. A big thanks to him for this great job.""","""The girls from the spa won’t give us some massages. First they told us there were none and after we see the list they told us it will be closed on Saturday.""",9,Single
116,"""The hotel is a very close to the city center and accessible to many restaurants""","""The temperature of the shower water could be higher. It would be great if if we can have a hot shower after a long day work""",7,Couple
116,"""Excellent location, clean rooms, high standards maintained, food quality was good, most exceptional was the front desk staff and a big thank you to Alisher for assisting me with my trips around the city. I did not catch the names of the rest of the staff but they were all exceptional and very professional.""","""The pricing at the bar / cafe, seemed high when compared to some high end cafe and bars in the city.""",9,Family
116,"""Location and breakfast.""","""SPA, gym and pool can be visited by non-residents of hotel, so sometime it becomes too busy.""",8,Single
114,"""Very good service, pleasant, comfortable.""","""The sheet was stained, I had to ask for a replacement.""",7,Single
114,"""Perfect for a good night's sleep on the road. Convenient location.""","""the price does not match the amenities.""",5,Family
114,"""Polite staff.""","""Terrible rooms. The ceiling in the room had collapsed, and the faucet in the shower was rusty.""",4,Couple
103,"""Location, cleanliness were good""","""It is better to wash towels or replace them with high-quality, terry ones.""",10,Family
103,"""Huge, excellent, clean room, everything is new, huge, cool bathroom.""","""The breakfast was poor. There was very little of anything, and the sausages (fried pieces of sausage and sliced ​​meats every day) were so low quality that they were edible.""",8,Couple
103,"""The location in the city is ideal. Breakfast is a large buffet.""","""The prices are high, the taste leaves much to be desired. Much of the food is clearly made from pre-made ingredients (the pizza was terrible). The soups are tasteless, and the potatoes in the soup are undercooked.""",8,Group
103,"""Hotel is clean""","""breakfast was bad""",10,Group
96,"""The room was clean, dust-free and greasy, everything was neat. The bed linen was fresh. The room had everything you need: a kettle, a refrigerator, slippers, and towels. There was no cigarette smell—the room was smoke-free. The staff was friendly—when my phone broke, they helped me call a taxi to the airport, for which I'm very grateful.""","""There weren't enough outlets near the bed - it would have been more convenient to charge your phone at night.""",10,Single
96,"""The room matched the photo I had when I booked. Everything was clean, nothing unnecessary, and the room had all the necessary amenities, including slippers and towels, shampoo and hairdryer. This was convenient because I only had carry-on luggage and didn't need to bring anything extra.""","""The staff was little cold and rude""",7,Single
22,"""This a great property, the longest standing 5* hotel in Astana (with the Radisson) and never fails to meet expectations. ""","""The food is a bit hit or miss. Some dishes are plain average, others are great.""",9,Single
22,"""cosy and comfortable beds, atmosphere and vibe of the hotel is so relaxing, quiet and friendly""","""Breakfast could be improved a bit but thats if we be very picky. Didn’t ruin the stay at all.""",10,Family
22,"""Food is great""","""During cold time of the year it's little bit colder in the rooms. If you put fan on 2nd level to heat it up it's too noisy""",9,Couple
22,"""The location is good. The staff is very friendly. The lobby bar has unexpectedly good cuisine. Upgraded the room to a presidential one.""","""If you can't stand the smell of cigarettes, you just won't be able to.""",3,Family
22,"""The breakfasts are good, the location is good. That's all.""","""There was an unpleasant smell in the room""",3,Family
22,"""It is located in the city center. It is equipped with a SPA and a swimming pool. A varied breakfast.""","""Rooms require renovation, furniture needs chemical cleaning.""",4,Couple
22,"""Location only""","""The old hotel. In every room, something either doesn't work or doesn't work right.""",1,Family
25,"""Nice and quite. Helpful staff at the reception!""","""The staff a the bar was not very attentive and quite unfriendly.""",9,Business-taveler
25,"""The room is spacious and clean.""","""There was an extraneous noise in the room from a non-functioning ventilation system.""",9,Family
25,"""Conveniently located""","""It's +30 outside, and in the room it's +26-27 and there's nothing to do. The air conditioner works abominably.""",6,Single
25,"""polite reception, excellent location""","""The room is small and cold""",6,Single
25,"""Conveniently located""","""The breakfasts were monotonous, they were almost cold. The staff reluctantly supplemented the buffet with missing products.""",4,Couple
25,"""Staff only""","""The room was very cold and dusty in places""",4,Single
27,"""Clean, modern, amenities, airport shuttle, laundry facilities, location to malls, wonderful down comforter, great pillows, ability to extend our stay, professional staff.""","""Temperature of the room. Either too hot or too cold. Loved the ability to open the window.""",10,Couple
27,"""Good location on the left bank of Astana. Just minutes away from the big shopping malls ""","""The internet connection was unstable at times. """,10,Single
27,"""Clean, comfortable like Hilton's are always""","""Breakfast wasn't best and Wifi could be better""",8,Single
27,"""Location and hotel was fairly good.""","""Staff need training in dealing with guests. Preferably with a smile.""",5,Business-taveler
27,"""I liked the room and the location""","""The service is disgusting, from the reception desk to the restaurant and bar.""",3,Family
31,"""Friendly, good price and not too far from the city center""","""The water was smelly, could be Astana, could be the hotel. But it wasn't too bad as long as the door to the bathroom was closed""",10,Single
31,"""Excellent location and very good value for the money.""","""Staff is not trained for servicing costumers.""",10,Family
31,"""Well kept and relatively good food. Staff are excellent - attentive and professional for the most part. 10/10 overall.""","""Poor lighting""",10,Business-taveler
31,"""The receptionists are all great. The size of the room we stayed at is great too. The lobby is great for waiting and for just sitting and chilling.""","""Food choices are very limited. The food didnt taste too good. The room isnt cleaned properly too.""",5,Family
31,"""Good location""","""The mattress was really thin and uncomfortable.  The water pressure in the shower was really little which meant it was difficult to shower.""",6,Single
31,"""Well, it was cozy bed with a lot of space inside""","""The furniture was old, the wallpaper was peeling off the walls, and overall the room looked poorly maintained. I didn’t enjoy my stay because the Wi-Fi was weak.""",3,Couple
31,"""Property is clean and old city district location is not bad""","""Property is old and needs renovation. There’s no fridge and bar inside the room.""",3,Couple
35,"""The hotel's excellent location in the city allows you to take a walk and see a lot of interesting things, including the sights of the city and places for shopping.""","""dirty window; bed linen and towels are very old, washed, gray, not white; not the best room cleaning""",8,Family
35,"""The rooms are very spacious, modern and clean""","""The staff was rude""",6,Couple
35,"""The rooms are clean and with a good size, bigger than most hotel chains. ""","""Food was bland""",6,Family
36,"""Staff, location.""","""Very old washed towels. It would be nice to change it. Construction site under the window. It's very noisy""",10,Single
36,"""The room is spacious, clean, good towels.""","""The entrance was inconvenient, and the taxi couldn't get close.""",8,Single
36,"""It's very clean and comfortable.""","""I didn't get Wi-Fi on all floors.""",8,Business-taveler
36,"""An ordinary hotel, not far from the center""","""The mattress was terrible, with a huge pit on one side. There is no Internet in the room at all, I had to connect the mobile Internet while roaming.""",6,Couple
36,"""The breakfast was delicious""","""It is clear that the room was cleaned haphazardly.""",6,Single
36,"""Location, breakfast, beds""","""There was no water and we were not warned about it, the air conditioner was not working well.""",4,Couple
37,"""The location is very convenient, in the center of the left bank, everything is within walking distance of Khan Shatyr, Bayterek, Botanical Garden, etc.""","""The furniture is old, we need a good repair in the room""",9,Single
37,"""Convenient location""","""The bed linen is washed, the sheet is torn.""",8,Single
37,"""The staff is good""","""The bathroom is not being monitored - the door does not close tightly into the shower stall, and the watering can in the shower needs to be replaced for a long time.""",5,Family
37,"""The location is normal. Next to the medical center where I applied.""","""Breakfast was waiting for 30 minutes. Before leaving, I asked the receptionist to clean the room. Upon arrival, I found out that no one had even come in. The attitude towards customers in words is only polite.""",3,Single
262,"""Friendly and welcoming staff, good location and a comfortable room.""","""There was no hot water during the stay, which was inconvenient.""",7,Single
262,"""Clean and cozy hotel with polite and helpful personnel.""","""The mattress was too thin and there were no basic toiletries provided.""",8,Single
262,"""Very pleasant stay, the room was clean and the atmosphere was friendly.""","""At night it was quite noisy, dogs were barking outside.""",7,Single
262,"""Great value for money, especially with breakfast included.""","""The hotel is far from the city center and the area is not very scenic.""",8,Single
262,"""Nice and tidy room, comfortable bed and a spacious bathroom.""","""The room was small and poorly equipped, there was nowhere to hang towels.""",8,Single
262,"""Despite the low price, the staff was very attentive and kind.""","""Payment by card was not available, only cash or bank transfer.""",8,Single
262,"""The hotel left a positive impression, everything needed for a short stay was available.""","""The rooms need renovation, the bathroom was uncomfortable and breakfast was very poor.""",8,Single
263,"""Friendly and welcoming staff, good location and a comfortable room.""","""Far from the city center.""",7,Couple
263,"""Clean and cozy hotel with polite and helpful personnel.""","""No hot water available.""",7,Couple
263,"""Very pleasant stay, the room was clean and the atmosphere was friendly.","""Uncomfortable thin mattress.""",7,Couple
263,"""Great value for money, especially with breakfast included.""","""Noisy at night.""",8,Couple
263,"""Nice and tidy room, comfortable bed and a spacious bathroom.","""Room was very small.""",8,Couple
263,"""Despite the low price, the staff was very attentive and kind.""","""No card payment option.""",8,Family
263,"""The hotel left a positive impression, everything needed for a short stay was available.""","""Bathroom needs renovation.""",7,Family
264,"""The hotel is well located and easy to find.""","""The breakfast was very basic and not worth the price.""",8,Family
264,"""The room was clean, quiet and comfortable.""","""There was no hot water in the morning.""",7,Family
264,"""The staff were polite and helpful during the stay.""","""The room had an unpleasant smell.""",8,Family
264,"""Fresh renovation and modern interior made a good impression.""","""The air conditioner worked poorly.""",8,Family
264,"""Good value for money for a short stay.""","""The furniture looked old and worn out.""",9,Family
264,"""Fast check-in and smooth check-out process.""","""The staff were not very welcoming.""",9,Couple
264,"""Comfortable bed and overall pleasant experience.""","""The price was too high for the quality provided.""",8,Couple
265,"""Clean and cozy room, perfect for a short stay.""","""The room was extremely small, barely enough space to move.""",7,Couple
265,"""Great location, everything is close and easy to reach.""","""Poor ventilation, it was stuffy and hot inside.""",7,Couple
265,"""Polite and helpful staff, check-in was fast.""","""The bed was uncomfortable and too narrow.""",7,Couple
265,"""Nice boutique hotel with a calm and comfortable atmosphere.""","""The bathroom was very small and water leaked onto the floor.""",8,Couple
265,"""Good value for money, especially for one-night stays.""","""Breakfast is not included and the price feels overpriced.""",8,Couple
265,"""The room had everything needed: slippers, toiletries and a kettle.""","""The room cleaning was rare and only done upon request.""",9,Family
265,"""Comfortable option for business trips or short visits.""","""For this price, the room size and comfort do not match expectations.""",8,Family
266,"""Clean and spacious room with a convenient location.""","""WiFi was unstable and kept disconnecting during the stay.""",7,Family
266,"""Friendly staff and comfortable stay overall.""","""There was no hot water and it took a long time to warm up.""",7,Family
266,"""Large room size and good layout.""","""The room was cold and heating worked poorly.""",7,Couple
266,"""Clean rooms, fresh linen and a quiet atmosphere.""","""Internet did not work properly and explanations from staff were confusing.""",7,Couple
266,"""Good hotel with decent service and nice rooms.""","""No holder for the shower head, which was very inconvenient.""",7,Couple
266,"""Comfortable semi-lux room, suitable for family stays.""","""The bed configuration did not match the booking details.""",8,Family
266,"""Nice balcony, clean room and attentive staff.""","""Ventilation was not working and the room felt stuffy.""",8,Family
267,"""Very cozy guest house with a warm, home-like atmosphere.""","""The room was quite small and lacked storage space.""",8,Couple
267,"""Clean room, comfortable bed and friendly staff, felt very welcoming.""","""Sound insulation was poor, could hear noise from other rooms.""",8,Business-taveler
267,"""Nice location, quiet area and easy check-in process.""","""Furniture looks a bit outdated and could be refreshed.""",8,Couple
267,"""The room was clean and well maintained, perfect for a short stay.""","""Bathroom was clean but very compact and not very convenient.""",8,Couple
267,"""Staff were polite and helpful, everything was organized smoothly.""","""There was an unpleasant smell in the room at first.""",8,Couple
267,"""Good value for money, calm place to rest after a long day.""","""Heating was inconsistent and the room felt cold at night.""",8,Family
267,"""Simple but comfortable accommodation with everything you need.""","""Overall okay for one night, but not suitable for a longer stay.""",9,Family
268,"""Good location close to shops, market and the river, very convenient for walking.""","""The hotel is quite old and clearly needs renovation.""",9,Family
268,"""Friendly and helpful staff, reception was polite and responsive.""","""Breakfast selection was limited and portions were small.""",9,Family
268,"""Rooms were clean and housekeeping was done regularly.""","""Wi-Fi connection was weak and often unstable.""",8,Family
268,"""Nice breakfast, the porridge and coffee were especially good.""","""Furniture and bathroom facilities look outdated.""",8,Family
268,"""Quiet hotel, suitable for rest after a working day.""","""Some staff members were rude and lacked basic service etiquette.""",8,Family
268,"""Good value for money, acceptable option for a short stay.""","""There was no kettle or refrigerator in the room, which was inconvenient.""",8,Family
268,"""Atmosphere is calm and nostalgic, everything was tidy and organized.""","""The interior feels stuck in the 80s–90s and lacks modern comfort.""",8,Family
269,"""Good location within walking distance to the river embankment, convenient for short walks.""","""The room was very stuffy, sleeping without air conditioning was uncomfortable.""",7,Family
269,"""The room had everything needed for a short stay, no need to cook if staying briefly.""","""No mosquito net on the window, insects could get inside the room.""",7,Family
269,"""For longer stays there is a shared kitchen equipped with appliances and a stove.""","""The road leading to the hotel is in poor condition and hard to find.""",7,Family
269,"""Friendly and helpful administrators, communication was pleasant.""","""Unpleasant odor from the bathroom appeared from time to time.""",7,Family
269,"""Clean and tidy rooms, overall good hygiene standards.""","""Rooms are very small, uncomfortable for two people.""",7,Family
269,"""Quiet area, suitable for rest after a long trip.""","""Poor sound insulation, noise from neighbors was clearly audible.""",8,Couple
269,"""Parking is monitored with cameras, convenient for guests traveling by car.""","""Some rooms had issues with plumbing and ventilation, which affected comfort.""",8,Couple
270,"""Everything was excellent, very clean, and I travel a lot so I have something to compare with.""","""There was some noise at night, sounded like a generator running.""",8,Family
270,"""Good value for money, comfortable stay and friendly staff.""","""The bathroom was a bit cold, especially noticeable during the night.""",8,Family
270,"""Very good breakfast and helpful personnel, service was on a high level.""","""Sound insulation could be improved, some background noise was noticeable.""",8,Family
